Planting,State,ID,Share Code,Source,Type,Store Name,Store Brand,Farmer,Farm Practices,Variety,Quality in field,Damage,Quality in lab,Color,Size cm,Brix,Dry Mass % (x 100),Polyphenols,Antioxidants,"Crop, Sodium (noisy)","Crop, Magnesium (noisy)","Crop, Aluminum","Crop, Silicon","Crop, Phosphorous","Crop, Sulfur","Crop, Chlorine","Crop, Potassium","Crop, Calcium","Crop, Manganese","Crop, Iron","Crop, Nickel","Crop, Copper","Crop, Zinc","Crop, Arsenic","Crop, Selenium","Crop, Molybdenum","Crop, Lead",Soil 0-10cm Organic Matter %,Soil 0-10cm Total Organic Carbon %,Soil 0-10cm pH,Soil 0-10cm Soil Respiration,"Soil 0-10cm, Sodium (noisy)","Soil 0-10cm, Magnesium (noisy)","Soil 0-10cm, Aluminum","Soil 0-10cm, Silicon %","Soil 0-10cm, Phosphorous","Soil 0-10cm, Sulfur","Soil 0-10cm, Potassium","Soil 0-10cm, Calcium","Soil 0-10cm, Titanium","Soil 0-10cm, Vanadium","Soil 0-10cm, Chromium","Soil 0-10cm, Manganese","Soil 0-10cm, Iron","Soil 0-10cm, Nickel","Soil 0-10cm, Copper","Soil 0-10cm, Zinc","Soil 0-10cm, Arsenic","Soil 0-10cm, Selenium","Soil 0-10cm, Rubidium","Soil 0-10cm, Strontium","Soil 0-10cm, Molybdenum","Soil 0-10cm, Lead",Soil 10-20cm Organic Matter %,Soil 10-20cm Total Organic Carbon %,Soil 10-20cm pH,Soil 10-20cm Soil Respiration,"Soil 10-20cm, Sodium (noisy)","Soil 10-20cm, Magnesium (noisy)","Soil 10-20cm, Aluminum","Soil 10-20cm, Silicon %","Soil 10-20cm, Phosphorous","Soil 10-20cm, Sulfur","Soil 10-20cm, Potassium","Soil 10-20cm, Calcium","Soil 10-20cm, Titanium","Soil 10-20cm, Vanadium","Soil 10-20cm, Chromium","Soil 10-20cm, Manganese","Soil 10-20cm, Iron","Soil 10-20cm, Nickel","Soil 10-20cm, Copper","Soil 10-20cm, Zinc","Soil 10-20cm, Arsenic","Soil 10-20cm, Selenium","Soil 10-20cm, Rubidium","Soil 10-20cm, Strontium","Soil 10-20cm, Molybdenum","Soil 10-20cm, Lead",Shipping time hrs,Processing time hrs,Total time hrs,Maturity days,Sweetness (0-5 scale),Flavor (0-5 scale),Overall Taste (0-5 scale)
,michigan,4972.3,0,store,kale,whole_foods,cal_organic,,certified_organic,,none,,yes,green,282,9.4,0.122,445.99,16507.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4972.2,0,store,kale,whole_foods,cal_organic,,certified_organic,,none,,yes,green,291,8.3,0.102,469.89,16287.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4972.1,0,store,kale,whole_foods,cal_organic,,certified_organic,,none,,yes,green,288,8.4,0.116,226.44,8751.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4831.1,0,farm_market,carrot,,,,certified_organic biodynamic,chantenay,none,,yes,orange,52,8.3,0.102,12.43,38.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4831.2,0,farm_market,carrot,,,,certified_organic biodynamic,chantenay,none,,yes,orange,50,8.9,0.11,10.86,27.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4831.3,0,farm_market,carrot,,,,certified_organic biodynamic,chantenay,none,,yes,orange,55,8.7,0.105,12.32,26.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4832.1,0,farm_market,carrot,,,,certified_organic biodynamic,dragon,,,yes,orange purple,40,5.2,0.08,14.15,107.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4832.2,0,farm_market,carrot,,,,certified_organic biodynamic,dragon,,,yes,orange purple,39,7.1,0.099,13.17,148.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4832.3,0,farm_market,carrot,,,,certified_organic biodynamic,dragon,,,yes,orange purple,43,8.4,0.101,16.85,74.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4833.1,0,farm_market,carrot,,,,certified_organic biodynamic,nantes,,,yes,orange,39,10,0.098,12.82,21.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4833.2,0,farm_market,carrot,,,,certified_organic biodynamic,nantes,,,yes,orange,35,10.3,0.1,13.64,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4833.3,0,farm_market,carrot,,,,certified_organic biodynamic,nantes,,,yes,orange,42,8.2,0.095,11.05,18.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4834.1,0,farm_market,carrot,,,,certified_organic biodynamic,rodelika,,,yes,orange,33,12.3,0.123,7.39,19.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4834.2,0,farm_market,carrot,,,,certified_organic biodynamic,rodelika,,,yes,orange,33,12.4,0.119,9.21,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4834.3,0,farm_market,carrot,,,,certified_organic biodynamic,rodelika,,,yes,orange,51,10.9,0.126,7.34,35.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4835.1,0,store,cherry_tomato,sprouts,sunset,,certified_organic,angel_sweet,,,yes,red,21,5.1,0.078,56.94,1832.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4835.2,0,store,cherry_tomato,sprouts,sunset,,certified_organic,angel_sweet,,,yes,red,22,6.1,0.084,46.51,840.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4835.3,0,store,cherry_tomato,sprouts,sunset,,certified_organic,angel_sweet,,,yes,red,20,6.7,0.083,46.78,797.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4836.1,0,store,spinach,sprouts,lakeside_organic_gardens,,certified_organic,,,,yes,green,76,6.8,0.095,128.64,490.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4836.2,0,store,spinach,sprouts,lakeside_organic_gardens,,certified_organic,,,,yes,green,95,6.6,0.095,127.14,449.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4836.3,0,store,spinach,sprouts,lakeside_organic_gardens,,certified_organic,,,,yes,green,91,6.7,0.086,133.43,545.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4837.1,0,store,lettuce,sprouts,,,certified_organic,,,,yes,green,304,4.2,0.064,19.56,174.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4837.2,0,store,lettuce,sprouts,,,certified_organic,,,,yes,green,304,3.3,0.072,9.74,94.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4837.3,0,store,lettuce,sprouts,,,certified_organic,,,,yes,green,285,4.8,0.069,14.14,84.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4838.3,0,store,kale,sprouts,cal_organic,,certified_organic,,,,yes,green yellow purple,297,10.3,0.144,173.63,17786.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4838.2,0,store,kale,sprouts,cal_organic,,certified_organic,,,,yes,green yellow purple,297,11.2,0.116,263.39,23123.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4838.1,0,store,kale,sprouts,cal_organic,,certified_organic,,,,yes,green yellow purple,297,10.9,0.123,212.15,19685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4839.1,0,farm_market,carrot,,,,certified_organic biodynamic,,,,yes,orange,49,10.9,0.123,10.97,39.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4839.2,0,farm_market,carrot,,,,certified_organic biodynamic,,,,yes,orange,51,11.7,0.14,11.87,66.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4985.1,0,store,lettuce,meijer,tanimura_and_antle,,none,,none,,yes,green white purple,115,4.9,0.068,87.77,250.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4985.2,0,store,lettuce,meijer,tanimura_and_antle,,none,,none,,yes,green white purple,116,4.8,0.062,118.75,284.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4985.3,0,store,lettuce,meijer,tanimura_and_antle,,none,,none,,yes,green white purple,128,4.7,0.067,103.85,281.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4986.1,0,store,lettuce,meijer,tanimura_and_antle,,none,,,,yes,green purple,250,3.7,0.053,60.04,201.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4986.2,0,store,lettuce,meijer,tanimura_and_antle,,none,,,,yes,green purple,250,3.1,0.067,49.66,130.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4986.3,0,store,lettuce,meijer,tanimura_and_antle,,none,,,,yes,green purple,250,4,0.057,57.95,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4988.1,0,store,cherry_tomato,meijer,sunset,,certified_organic,,none,,yes,red,30,4.8,0.073,52.64,1073.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4988.2,0,store,cherry_tomato,meijer,sunset,,certified_organic,,none,,yes,red,30,5.5,0.078,42.56,895.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4988.3,0,store,cherry_tomato,meijer,sunset,,certified_organic,,none,,yes,red,27,4.8,0.072,45.31,1005.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4987.1,0,store,cherry_tomato,meijer,nature_sweet,,none,,none,,yes,yellow,22,7.2,0.086,46.16,2253.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4987.2,0,store,cherry_tomato,meijer,nature_sweet,,none,,none,,yes,yellow,25,7.4,0.084,47.21,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,colorado,4987.3,0,store,cherry_tomato,meijer,nature_sweet,,none,,none,,yes,yellow,24,7.5,0.092,46.2,2411.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4989.1,0,store,cherry_tomato,meijer,sunset,,greenhouse,,none,,yes,red,20,8.3,0.103,23.77,760.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4989.2,0,store,cherry_tomato,meijer,sunset,,greenhouse,,none,,yes,red,22,9.3,0.117,31.94,1356.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4989.3,0,store,cherry_tomato,meijer,sunset,,greenhouse,,none,,yes,red,24,8.6,0.115,33.49,1473.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4991.3,0,store,kale,meijer,,,none,,none,,yes,green,260,6.4,0.09,200.62,8434.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4991.2,0,store,kale,meijer,,,none,,none,,yes,green,260,5.2,0.114,147.46,5811.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,michigan,4991.1,0,store,kale,meijer,,,none,,none,,yes,green,260,5.4,0.102,158.31,6204.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4601.1,0,store,lettuce,fresh_market,cal_organic,,certified_organic,red leaf lettuce,none,,yes,green purple,281,2.9,0.064,27.47,447.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4601.2,0,store,lettuce,fresh_market,cal_organic,,certified_organic,red leaf lettuce,none,,yes,green purple,281,3,0.059,23.8,335.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4601.3,0,store,lettuce,fresh_market,cal_organic,,certified_organic,red leaf lettuce,none,,yes,green purple,281,2.7,0.052,23.07,366.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4602.1,0,store,lettuce,fresh_market,cal_organic,,certified_organic,,none,,yes,green,155,4.8,0.06,19.21,143.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4602.2,0,store,lettuce,fresh_market,cal_organic,,certified_organic,,none,,yes,green,155,4.2,0.056,18.81,101.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4602.3,0,store,lettuce,fresh_market,cal_organic,,certified_organic,,none,,yes,green,155,4.6,0.067,20.54,125.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4603.1,0,store,carrot,fresh_market,cal_organic,,certified_organic,mixed_multi_color,damage,,yes,yellow,35,8.5,0.11,13.5,114.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4603.2,0,store,carrot,fresh_market,cal_organic,,certified_organic,mixed_multi_color,damage,,yes,white,36,7.9,0.094,9.03,41.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4605.1,0,store,kale,fresh_market,cal_organic,,certified_organic,,none,,yes,green,355,10.1,0.169,132,9982.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4605.2,0,store,kale,fresh_market,cal_organic,,certified_organic,,none,,yes,green,355,9.5,0.114,114.05,11357.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4605.3,0,store,kale,fresh_market,cal_organic,,certified_organic,,none,,yes,green,355,10.6,0.15,149.4,1586.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4644.1,0,store,cherry_tomato,fresh_market,brighthouse_organics,,certified_organic,,none,,yes,red,25,6.9,0.064,53.76,1180.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4644.2,0,store,cherry_tomato,fresh_market,brighthouse_organics,,certified_organic,,none,,yes,red,29,4.7,0.06,44.5,1228.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4644.3,0,store,cherry_tomato,fresh_market,brighthouse_organics,,certified_organic,,none,,yes,red,27,4.2,0.056,57.82,1202.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4646.1,0,store,cherry_tomato,fresh_market,brighthouse_organics,,certified_organic,,,,yes,red,31,5.3,0.064,41.56,1139.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4646.2,0,store,cherry_tomato,fresh_market,brighthouse_organics,,certified_organic,,,,yes,red,30,5.3,0.061,37.57,1180.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4646.3,0,store,cherry_tomato,fresh_market,brighthouse_organics,,certified_organic,,,,yes,red,31,4.8,0.06,56.97,1260.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4647.1,0,store,cherry_tomato,fresh_market,brighthouse_organics,,certified_organic,,,,yes,red,24,4.2,0.058,58.32,1407.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4647.2,0,store,cherry_tomato,fresh_market,brighthouse_organics,,certified_organic,,,,yes,red,25,4.7,0.062,47.47,1176.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4606.1,0,store,kale,fresh_market,cal_organic,,certified_organic,lacinato,none,,yes,green,370,11,0.148,146.02,10194.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4606.2,0,store,kale,fresh_market,cal_organic,,certified_organic,lacinato,none,,yes,green,370,10.5,0.132,195.4,7441.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4606.3,0,store,kale,fresh_market,cal_organic,,certified_organic,lacinato,none,,yes,green,360,11,0.112,233.8,9766.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4640.1,0,store,cherry_tomato,fresh_market,sunset,,greenhouse,mixed_multi_color,none,,yes,red,30,6.4,0.082,27.86,942.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4640.2,0,store,cherry_tomato,fresh_market,sunset,,greenhouse,mixed_multi_color,none,,yes,red,30,7.1,0.09,32.31,2026.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4640.3,0,store,cherry_tomato,fresh_market,sunset,,greenhouse,mixed_multi_color,none,,yes,red,26,6.8,0.078,32.51,1968.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4639.1,0,store,cherry_tomato,fresh_market,sunset,,greenhouse,mixed_multi_color,,,yes,yellow,31,5.3,0.068,27.93,700.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4639.2,0,store,cherry_tomato,fresh_market,sunset,,greenhouse,mixed_multi_color,,,yes,yellow,31,4.4,0.06,37.67,435.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4639.3,0,store,cherry_tomato,fresh_market,sunset,,greenhouse,mixed_multi_color,,,yes,yellow,30,4.7,0.068,26.71,751.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4629,0,store,cherry_tomato,fresh_market,sunset,,greenhouse,mixed_multi_color,,,yes,orange,20,6.4,0.078,44.56,1168.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3,311.46,384.76,,,,
,connecticut,4641.1,0,store,cherry_tomato,stop_and_shop,sunset,,other on_the_vine,,none,,yes,red,26,9.3,0.116,32.73,2357.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4641.2,0,store,cherry_tomato,stop_and_shop,sunset,,other on_the_vine,,none,,yes,red,20,8.4,0.096,37.74,2463.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4641.3,0,store,cherry_tomato,stop_and_shop,sunset,,other on_the_vine,,none,,yes,red,17,8.2,0.099,39.19,2459.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4642.1,0,store,cherry_tomato,stop_and_shop,sunset,,other on_the_vine,,,,yes,red,21,7.3,0.095,50.17,1832.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4642.2,0,store,cherry_tomato,stop_and_shop,sunset,,other on_the_vine,,,,yes,red,22,7.6,0.093,48.27,2025.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4642.3,0,store,cherry_tomato,stop_and_shop,sunset,,other on_the_vine,,,,yes,red,23,8,0.098,45.58,2063.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4643.1,0,store,cherry_tomato,stop_and_shop,sunset,,other on_the_vine,,,,yes,red,21,7.2,0.093,59.09,2815.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4643.2,0,store,cherry_tomato,stop_and_shop,sunset,,other on_the_vine,,,,yes,red,23,8.1,0.096,49.72,2484.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4635.1,0,store,cherry_tomato,stop_and_shop,nature_sweet,,none,,none,,yes,red,27,7.6,0.096,31.98,2372.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4635.2,0,store,cherry_tomato,stop_and_shop,nature_sweet,,none,,none,,yes,red,31,7.4,0.087,38.73,2719.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4635.3,0,store,cherry_tomato,stop_and_shop,nature_sweet,,none,,none,,yes,red,27,7.5,0.091,30.71,1921.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,connecticut,4637.1,0,store,cherry_tomato,stop_and_shop,nature_sweet,,none,,,,yes,red,30,7.3,0.087,37.16,2139.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
